Date,Close,Open,High,Low,Volume,변동 %
2016-01-04,22850 ,22650 ,23800 ,22350 ,273.73K,1.33%
2016-01-05,22300 ,22400 ,22900 ,22150 ,181.66K,-2.41%
2016-01-06,23000 ,22500 ,23350 ,22350 ,220.77K,3.14%
2016-01-07,22750 ,22800 ,23300 ,22400 ,180.11K,-1.09%
2016-01-08,22850 ,22300 ,23150 ,21750 ,169.57K,0.44%
2016-01-11,22500 ,22800 ,23000 ,22450 ,121.35K,-1.53%
2016-01-12,22150 ,22500 ,22750 ,22150 ,95.44K,-1.56%
2016-01-13,22650 ,22350 ,22750 ,22250 ,143.12K,2.26%
2016-01-14,22300 ,22300 ,22300 ,21700 ,168.28K,-1.55%
2016-01-15,21900 ,22500 ,22850 ,21900 ,183.07K,-1.79%
2016-01-18,21400 ,21400 ,21650 ,21150 ,137.15K,-2.28%
2016-01-19,21600 ,21650 ,21750 ,20700 ,168.96K,0.93%
2016-01-20,21050 ,21700 ,23200 ,20900 ,376.81K,-2.55%
2016-01-21,20950 ,21000 ,21450 ,20850 ,161.60K,-0.48%
2016-01-22,21350 ,21150 ,21450 ,20950 ,129.91K,1.91%
2016-01-25,22200 ,21700 ,22700 ,21400 ,186.53K,3.98%
2016-01-26,21500 ,22400 ,22500 ,21500 ,174.19K,-3.15%
2016-01-27,21150 ,21600 ,21800 ,21000 ,131.11K,-1.63%
2016-01-28,21150 ,20850 ,21350 ,20750 ,114.07K,0.00%
2016-01-29,21400 ,21150 ,21800 ,20800 ,120.95K,1.18%
2016-02-01,24000 ,21650 ,25200 ,21250 ,901.72K,12.15%
2016-02-02,22450 ,23950 ,23950 ,21950 ,545.64K,-6.46%
2016-02-03,21400 ,22250 ,22250 ,21150 ,344.14K,-4.68%
2016-02-04,18900 ,18350 ,19700 ,17550 ,1.29M,-11.68%
2016-02-05,18300 ,19000 ,19250 ,18000 ,434.41K,-3.17%
2016-02-11,18100 ,17500 ,19200 ,17300 ,430.18K,-1.09%
2016-02-12,16550 ,18000 ,18000 ,16200 ,409.50K,-8.56%
2016-02-15,17050 ,17000 ,17150 ,16600 ,188.93K,3.02%
2016-02-16,17900 ,17050 ,17900 ,17000 ,170.13K,4.99%
2016-02-17,17150 ,17850 ,18400 ,16950 ,184.45K,-4.19%
2016-02-18,17400 ,17700 ,17700 ,17300 ,97.23K,1.46%
2016-02-19,18000 ,17450 ,18050 ,16950 ,200.37K,3.45%
2016-02-22,18550 ,18000 ,18750 ,18000 ,206.41K,3.06%
2016-02-23,18200 ,18550 ,18600 ,17900 ,126.52K,-1.89%
2016-02-24,18450 ,18050 ,18700 ,18000 ,101.38K,1.37%
2016-02-25,18100 ,18550 ,18550 ,17950 ,148.85K,-1.90%
2016-02-26,18050 ,18000 ,18250 ,17450 ,130.75K,-0.28%
2016-02-29,18300 ,18050 ,18300 ,17750 ,128.30K,1.39%
2016-03-02,18400 ,18500 ,19400 ,18200 ,341.36K,0.55%
2016-03-03,18900 ,18600 ,19000 ,18350 ,191.10K,2.72%
2016-03-04,19100 ,19100 ,19450 ,18900 ,203.83K,1.06%
2016-03-07,20100 ,19300 ,20450 ,19150 ,354.27K,5.24%
2016-03-08,20250 ,20250 ,20400 ,19650 ,159.62K,0.75%
2016-03-09,19900 ,20200 ,20650 ,19850 ,174.19K,-1.73%
2016-03-10,20250 ,19900 ,20250 ,19700 ,123.50K,1.76%
2016-03-11,19800 ,20150 ,20250 ,19300 ,164.29K,-2.22%
2016-03-14,19450 ,19600 ,19800 ,19350 ,104.76K,-1.77%
2016-03-15,19000 ,19650 ,19650 ,19000 ,107.48K,-2.31%
2016-03-16,19100 ,18850 ,19500 ,18850 ,127.63K,0.53%
2016-03-17,19150 ,19100 ,19300 ,18600 ,170.97K,0.26%
2016-03-18,19400 ,19150 ,19650 ,19000 ,141.63K,1.31%
2016-03-21,18800 ,19650 ,19650 ,18800 ,132.79K,-3.09%
2016-03-22,18400 ,18800 ,19000 ,18300 ,145.81K,-2.13%
2016-03-23,18200 ,18450 ,18700 ,18050 ,109.27K,-1.09%
2016-03-24,18050 ,18300 ,18350 ,17800 ,183.36K,-0.82%
2016-03-25,17900 ,17950 ,18200 ,17750 ,102.01K,-0.83%
2016-03-28,18700 ,18000 ,18700 ,17750 ,163.02K,4.47%
2016-03-29,18300 ,18750 ,18800 ,18300 ,133.75K,-2.14%
2016-03-30,17900 ,18350 ,18350 ,17900 ,125.33K,-2.19%
2016-03-31,17550 ,18000 ,18250 ,17500 ,117.47K,-1.96%
2016-04-01,17500 ,17550 ,17950 ,17350 ,153.05K,-0.28%
2016-04-04,17950 ,17500 ,17950 ,16950 ,330.65K,2.57%
2016-04-05,18450 ,17950 ,18550 ,17650 ,199.33K,2.79%
2016-04-06,18850 ,18300 ,19300 ,18200 ,344.34K,2.17%
2016-04-07,18700 ,18850 ,19050 ,18450 ,188.00K,-0.80%
2016-04-08,18300 ,18700 ,18700 ,18200 ,139.61K,-2.14%
2016-04-11,18550 ,18450 ,18900 ,18250 ,147.83K,1.37%
2016-04-12,18150 ,18600 ,18600 ,18100 ,147.99K,-2.16%
2016-04-14,18100 ,18100 ,18500 ,18000 ,115.27K,-0.28%
2016-04-15,17950 ,18150 ,18250 ,17850 ,150.81K,-0.83%
2016-04-18,17950 ,18100 ,18200 ,17750 ,108.21K,0.00%
2016-04-19,18000 ,18000 ,18250 ,17900 ,112.43K,0.28%
2016-04-20,18200 ,18000 ,18700 ,17800 ,257.94K,1.11%
2016-04-21,18200 ,18200 ,18500 ,18100 ,141.75K,0.00%
2016-04-22,19200 ,18400 ,19200 ,18000 ,362.56K,5.49%
2016-04-25,19100 ,19450 ,19550 ,18850 ,277.22K,-0.52%
2016-04-26,19200 ,19200 ,19250 ,18750 ,190.91K,0.52%
2016-04-27,19150 ,19250 ,19900 ,19100 ,348.32K,-0.26%
2016-04-28,19550 ,19250 ,19700 ,19000 ,239.34K,2.09%
2016-04-29,20600 ,20500 ,21050 ,20050 ,941.74K,5.37%
2016-05-02,20350 ,20550 ,21150 ,19200 ,596.44K,-1.21%
2016-05-03,18950 ,20200 ,20250 ,18200 ,619.48K,-6.88%
2016-05-04,18650 ,18550 ,19200 ,18350 ,268.65K,-1.58%
2016-05-09,18100 ,18650 ,18900 ,18100 ,188.00K,-2.95%
2016-05-10,18550 ,18100 ,18800 ,18100 ,152.13K,2.49%
2016-05-11,18400 ,18700 ,18750 ,18200 ,104.58K,-0.81%
2016-05-12,18300 ,18200 ,18400 ,18200 ,93.90K,-0.54%
2016-05-13,18300 ,18200 ,18550 ,18200 ,108.39K,0.00%
2016-05-16,18100 ,18250 ,18350 ,17850 ,164.92K,-1.09%
2016-05-17,17550 ,18050 ,18050 ,17550 ,229.74K,-3.04%
2016-05-18,17000 ,17450 ,17450 ,16800 ,229.69K,-3.13%
2016-05-19,17150 ,16750 ,17450 ,16750 ,118.48K,0.88%
2016-05-20,18000 ,17300 ,18150 ,17000 ,251.75K,4.96%
2016-05-23,17950 ,18100 ,18200 ,17600 ,159.58K,-0.28%
2016-05-24,18200 ,17900 ,18950 ,17550 ,400.97K,1.39%
2016-05-25,17600 ,18300 ,18350 ,17600 ,172.86K,-3.30%
2016-05-26,17300 ,17600 ,17850 ,17150 ,159.48K,-1.70%
2016-05-27,17400 ,17150 ,17500 ,17150 ,97.85K,0.58%
2016-05-29,17400 ,17400 ,17400 ,17400 ,-,0.00%
2016-05-30,17300 ,17700 ,17700 ,17050 ,87.64K,-0.57%
2016-05-31,17500 ,17300 ,17500 ,17100 ,160.29K,1.16%
2016-06-01,17450 ,17500 ,17650 ,17200 ,127.66K,-0.29%
2016-06-02,17500 ,17450 ,17750 ,17350 ,163.88K,0.29%
2016-06-03,17300 ,17550 ,17650 ,17150 ,125.84K,-1.14%
2016-06-06,17300 ,17300 ,17300 ,17300 ,0.23K,0.00%
2016-06-07,17700 ,17500 ,17800 ,17300 ,138.04K,2.31%
2016-06-08,17600 ,17750 ,17800 ,17300 ,152.35K,-0.56%
2016-06-09,18100 ,17600 ,18250 ,17600 ,315.04K,2.84%
2016-06-10,18050 ,18150 ,18250 ,17900 ,135.04K,-0.28%
2016-06-13,17800 ,18000 ,18100 ,17650 ,142.19K,-1.39%
2016-06-14,17300 ,17700 ,17800 ,17150 ,164.61K,-2.81%
2016-06-15,19300 ,17700 ,20650 ,17500 ,3.07M,11.56%
2016-06-16,18600 ,19700 ,20100 ,18350 ,936.05K,-3.63%
2016-06-17,19050 ,18600 ,19400 ,18300 ,555.39K,2.42%
2016-06-19,19050 ,19050 ,19050 ,19050 ,0.67K,0.00%
2016-06-20,19050 ,19250 ,19450 ,18850 ,312.87K,0.00%
2016-06-21,18800 ,19000 ,19050 ,18350 ,330.04K,-1.31%
2016-06-22,19000 ,19000 ,20050 ,18900 ,784.16K,1.06%
2016-06-23,19200 ,19200 ,19750 ,18500 ,539.66K,1.05%
2016-06-24,18900 ,19550 ,20100 ,17800 ,1.21M,-1.56%
2016-06-26,18900 ,18900 ,18900 ,18900 ,0.03K,0.00%
2016-06-27,18850 ,18250 ,19000 ,18100 ,375.36K,-0.26%
2016-06-28,19700 ,18500 ,19750 ,18400 ,593.99K,4.51%
2016-06-29,20300 ,20200 ,20850 ,19800 ,1.06M,3.05%
2016-06-30,21150 ,20400 ,21150 ,19850 ,708.45K,4.19%
2016-07-01,21100 ,21550 ,21600 ,20900 ,605.40K,-0.24%
2016-07-03,21100 ,21100 ,21100 ,21100 ,-,0.00%
2016-07-04,21350 ,21200 ,21750 ,21100 ,449.47K,1.18%
2016-07-05,21200 ,21150 ,22300 ,20500 ,776.04K,-0.70%
2016-07-06,20750 ,20800 ,21400 ,20650 ,278.29K,-2.12%
2016-07-07,21100 ,20750 ,21500 ,20750 ,270.71K,1.69%
2016-07-08,20400 ,21100 ,21150 ,20100 ,349.58K,-3.32%
2016-07-10,20400 ,20400 ,20400 ,20400 ,0.34K,0.00%
2016-07-11,20500 ,20350 ,20550 ,20000 ,166.80K,0.49%
2016-07-12,20400 ,20500 ,20600 ,20100 ,231.37K,-0.49%
2016-07-13,19800 ,20500 ,21000 ,19250 ,489.71K,-2.94%
2016-07-14,19700 ,20000 ,20350 ,19400 ,346.64K,-0.51%
2016-07-15,20000 ,19800 ,20500 ,19300 ,347.13K,1.52%
2016-07-17,20000 ,20000 ,20000 ,20000 ,1.10K,0.00%
2016-07-18,19950 ,20050 ,20250 ,19750 ,201.90K,-0.25%
2016-07-19,19350 ,20000 ,20100 ,19300 ,236.53K,-3.01%
2016-07-20,19200 ,19450 ,19600 ,19100 ,186.35K,-0.78%
2016-07-21,19450 ,19300 ,19750 ,19200 ,214.12K,1.30%
2016-07-22,19350 ,19350 ,19500 ,19100 ,136.06K,-0.51%
2016-07-24,19350 ,19350 ,19350 ,19350 ,0.12K,0.00%
2016-07-25,19200 ,19450 ,19450 ,19150 ,125.87K,-0.78%
2016-07-26,18900 ,19250 ,19250 ,18900 ,162.88K,-1.56%
2016-07-27,18400 ,19050 ,19150 ,18350 ,251.16K,-2.65%
2016-07-28,18750 ,18300 ,18750 ,18150 ,197.72K,1.90%
2016-07-29,18250 ,18550 ,18750 ,18150 ,173.99K,-2.67%
2016-08-01,18050 ,18200 ,18400 ,18000 ,113.56K,-1.10%
2016-08-02,17800 ,18050 ,18150 ,17750 ,175.47K,-1.39%
2016-08-03,17650 ,17800 ,17900 ,17450 ,134.85K,-0.84%
2016-08-04,17800 ,17600 ,18000 ,17600 ,85.54K,0.85%
2016-08-05,17600 ,17900 ,17950 ,17500 ,159.59K,-1.12%
2016-08-08,18000 ,17650 ,18000 ,17550 ,82.79K,2.27%
2016-08-09,18400 ,18200 ,18750 ,18150 ,227.66K,2.22%
2016-08-10,18150 ,18250 ,18500 ,18100 ,102.34K,-1.36%
2016-08-11,18150 ,18250 ,18250 ,18000 ,98.71K,0.00%
2016-08-12,17900 ,18200 ,18200 ,17800 ,136.37K,-1.38%
2016-08-15,17900 ,17900 ,17900 ,17900 ,0.07K,0.00%
2016-08-16,17600 ,17750 ,17950 ,17600 ,148.81K,-1.68%
2016-08-17,17800 ,17650 ,17950 ,17550 ,105.47K,1.14%
2016-08-18,17650 ,17850 ,17900 ,17600 ,98.13K,-0.84%
2016-08-19,17750 ,17650 ,17800 ,17600 ,75.76K,0.57%
2016-08-22,18300 ,17750 ,18900 ,17650 ,385.50K,3.10%
2016-08-23,18350 ,18450 ,18950 ,18250 ,226.93K,0.27%
2016-08-24,17950 ,18300 ,18500 ,17950 ,125.59K,-2.18%
2016-08-25,18050 ,17950 ,18400 ,17700 ,108.30K,0.56%
2016-08-26,17850 ,18200 ,18250 ,17750 ,109.07K,-1.11%
2016-08-28,17850 ,17850 ,17850 ,17850 ,-,0.00%
2016-08-29,17100 ,17850 ,17850 ,16900 ,286.54K,-4.20%
2016-08-30,17350 ,17050 ,17450 ,17050 ,74.62K,1.46%
2016-08-31,16950 ,17300 ,17450 ,16650 ,158.51K,-2.31%
2016-09-01,17200 ,16800 ,17200 ,16800 ,71.14K,1.47%
2016-09-02,18150 ,17200 ,18250 ,17000 ,211.10K,5.52%
2016-09-05,17950 ,18200 ,18200 ,17750 ,171.89K,-1.10%
2016-09-06,18800 ,18300 ,18800 ,18100 ,350.48K,4.74%
2016-09-07,18800 ,18800 ,19200 ,18650 ,304.24K,0.00%
2016-09-08,19500 ,19000 ,19750 ,18900 ,574.60K,3.72%
2016-09-09,18700 ,19750 ,20000 ,18700 ,508.39K,-4.10%
2016-09-12,18450 ,18100 ,19200 ,18100 ,211.39K,-1.34%
2016-09-13,18550 ,18600 ,19050 ,18300 ,147.64K,0.54%
2016-09-18,18550 ,18550 ,18550 ,18550 ,-,0.00%
2016-09-19,18350 ,18250 ,18650 ,18250 ,131.19K,-1.08%
2016-09-20,18850 ,18350 ,18900 ,18150 ,121.56K,2.72%
2016-09-21,18550 ,19000 ,19000 ,18500 ,114.11K,-1.59%
2016-09-22,18250 ,18700 ,18850 ,18200 ,175.02K,-1.62%
2016-09-23,18150 ,18300 ,18350 ,17950 ,194.92K,-0.55%
2016-09-25,18150 ,18150 ,18150 ,18150 ,-,0.00%
2016-09-26,17800 ,18050 ,18100 ,17750 ,177.33K,-1.93%
2016-09-27,17850 ,17750 ,17950 ,17600 ,139.85K,0.28%
2016-09-28,17900 ,17950 ,18050 ,17700 ,107.23K,0.28%
2016-09-29,17750 ,17850 ,18000 ,17650 ,107.98K,-0.84%
2016-09-30,17300 ,17750 ,17750 ,17250 ,193.44K,-2.54%
2016-10-03,17300 ,17300 ,17300 ,17300 ,0.09K,0.00%
2016-10-04,17450 ,17100 ,17500 ,16850 ,181.13K,0.87%
2016-10-05,17650 ,17400 ,17850 ,17400 ,129.69K,1.15%
2016-10-06,17700 ,17650 ,17800 ,17400 ,145.04K,0.28%
2016-10-07,17250 ,17800 ,17850 ,17250 ,123.99K,-2.54%
2016-10-09,17250 ,17250 ,17250 ,17250 ,0.10K,0.00%
2016-10-10,17450 ,17250 ,17550 ,17150 ,84.72K,1.16%
2016-10-11,17450 ,17450 ,17550 ,17250 ,69.90K,0.00%
2016-10-12,17200 ,17450 ,17500 ,17150 ,95.72K,-1.43%
2016-10-13,17250 ,17100 ,17350 ,17000 ,90.30K,0.29%
2016-10-14,17000 ,17250 ,17350 ,17000 ,92.26K,-1.45%
2016-10-17,16600 ,17050 ,17100 ,16550 ,133.90K,-2.35%
2016-10-18,16300 ,16600 ,16600 ,15850 ,230.95K,-1.81%
2016-10-19,16100 ,16500 ,16500 ,16000 ,103.07K,-1.23%
2016-10-20,16350 ,16150 ,16750 ,16150 ,115.89K,1.55%
2016-10-21,16250 ,16400 ,16500 ,16250 ,72.43K,-0.61%
2016-10-23,16250 ,16250 ,16250 ,16250 ,-,0.00%
2016-10-24,16100 ,16250 ,16350 ,16000 ,84.91K,-0.92%
2016-10-25,15850 ,16150 ,16250 ,15800 ,144.08K,-1.55%
2016-10-26,15350 ,15800 ,16000 ,14800 ,249.29K,-3.15%
2016-10-27,15750 ,15150 ,15750 ,15150 ,93.31K,2.61%
2016-10-28,15150 ,15800 ,15800 ,15150 ,117.42K,-3.81%
2016-10-30,15150 ,15150 ,15150 ,15150 ,0.02K,0.00%
2016-10-31,14400 ,15300 ,15300 ,14300 ,174.08K,-4.95%
2016-11-01,14550 ,14400 ,14700 ,14100 ,130.77K,1.04%
2016-11-02,14700 ,14350 ,15000 ,14350 ,158.33K,1.03%
2016-11-03,14700 ,14600 ,14850 ,14450 ,93.76K,0.00%
2016-11-04,14400 ,14550 ,14750 ,14200 ,87.66K,-2.04%
2016-11-07,14400 ,14450 ,14650 ,14250 ,107.64K,0.00%
2016-11-08,15100 ,14550 ,15250 ,14300 ,180.18K,4.86%
2016-11-09,14100 ,15150 ,15150 ,13550 ,357.47K,-6.62%
2016-11-10,14800 ,14500 ,14800 ,14350 ,186.42K,4.96%
2016-11-11,14400 ,14700 ,14750 ,14400 ,133.75K,-2.70%
2016-11-13,14400 ,14400 ,14400 ,14400 ,-,0.00%
2016-11-14,14450 ,14550 ,14600 ,14100 ,157.81K,0.35%
2016-11-15,14100 ,14300 ,14450 ,14000 ,110.31K,-2.42%
2016-11-16,13500 ,14000 ,14000 ,13250 ,368.57K,-4.26%
2016-11-17,13250 ,13400 ,13600 ,13150 ,208.61K,-1.85%
2016-11-18,12400 ,13100 ,13300 ,12350 ,463.99K,-6.42%
2016-11-21,12450 ,12550 ,12650 ,12100 ,221.62K,0.40%
2016-11-22,12300 ,12550 ,12700 ,12150 ,194.03K,-1.20%
2016-11-23,11650 ,12300 ,12450 ,11250 ,607.13K,-5.28%
2016-11-24,11850 ,11700 ,12300 ,11650 ,335.36K,1.72%
2016-11-25,12150 ,11850 ,12450 ,11700 ,213.45K,2.53%
2016-11-28,11900 ,12100 ,12350 ,11750 ,163.78K,-2.06%
2016-11-29,12100 ,11700 ,12200 ,11700 ,131.87K,1.68%
2016-11-30,12250 ,12100 ,12300 ,11750 ,176.92K,1.24%
2016-12-01,12050 ,12200 ,12250 ,11950 ,118.94K,-1.63%
2016-12-02,11850 ,12050 ,12350 ,11500 ,212.30K,-1.66%
2016-12-05,11500 ,11850 ,11850 ,11400 ,119.84K,-2.95%
2016-12-06,11600 ,11450 ,11750 ,11450 ,109.05K,0.87%
2016-12-07,11000 ,11600 ,11700 ,10800 ,252.97K,-5.17%
2016-12-08,11350 ,11000 ,11400 ,10950 ,192.63K,3.18%
2016-12-09,12450 ,11500 ,12450 ,11350 ,389.33K,9.69%
2016-12-12,12800 ,12700 ,13100 ,12550 ,307.84K,2.81%
2016-12-13,12950 ,12600 ,13050 ,12600 ,128.33K,1.17%
2016-12-14,12950 ,13000 ,13100 ,12700 ,113.17K,0.00%
2016-12-15,13600 ,12750 ,13650 ,12750 ,174.12K,5.02%
2016-12-16,13400 ,13600 ,13900 ,13350 ,159.55K,-1.47%
2016-12-19,13200 ,13400 ,13450 ,12600 ,100.74K,-1.49%
2016-12-20,12900 ,13050 ,13200 ,12900 ,112.81K,-2.27%
2016-12-21,12750 ,12850 ,12950 ,12550 ,124.12K,-1.16%
2016-12-22,12850 ,12650 ,13200 ,12550 ,105.88K,0.78%
2016-12-23,13750 ,13000 ,14600 ,12900 ,743.11K,7.00%
2016-12-26,13600 ,13950 ,14100 ,13500 ,187.82K,-1.09%
2016-12-27,13750 ,13800 ,14350 ,13400 ,279.94K,1.10%
2016-12-28,14050 ,13900 ,14150 ,13650 ,154.50K,2.18%
2016-12-29,14550 ,13900 ,14750 ,13850 ,247.55K,3.56%
2017-01-02,14350 ,14550 ,15000 ,14350 ,147.10K,-1.37%
2017-01-03,13950 ,14200 ,14250 ,13700 ,182.09K,-2.79%
2017-01-04,13950 ,14050 ,14150 ,13800 ,107.91K,0.00%
2017-01-05,14200 ,14050 ,14300 ,13800 ,161.50K,1.79%
2017-01-06,13900 ,14500 ,14500 ,13850 ,158.28K,-2.11%
2017-01-09,13800 ,14100 ,14150 ,13700 ,100.54K,-0.72%
2017-01-10,13700 ,13800 ,13900 ,13650 ,61.63K,-0.72%
2017-01-11,13350 ,13700 ,13750 ,13250 ,127.50K,-2.55%
2017-01-12,13550 ,13150 ,13700 ,13150 ,152.70K,1.50%
2017-01-13,13250 ,13650 ,13700 ,13250 ,110.50K,-2.21%
2017-01-16,13150 ,13150 ,13350 ,13050 ,79.11K,-0.75%
2017-01-17,13050 ,13150 ,13300 ,13050 ,58.04K,-0.76%
2017-01-18,13200 ,13050 ,13300 ,12700 ,76.85K,1.15%
2017-01-19,12700 ,13150 ,13200 ,12700 ,148.73K,-3.79%
2017-01-20,12350 ,12750 ,12750 ,12350 ,127.28K,-2.76%
2017-01-23,11950 ,12250 ,12400 ,11950 ,99.39K,-3.24%
2017-01-24,11800 ,12000 ,12100 ,11700 ,105.91K,-1.26%
2017-01-25,11950 ,12100 ,12100 ,11800 ,50.80K,1.27%
2017-01-26,12050 ,12000 ,12200 ,11900 ,53.57K,0.84%
2017-01-31,12100 ,12050 ,12250 ,12000 ,59.06K,0.41%
2017-02-01,12450 ,12250 ,12700 ,12200 ,74.39K,2.89%
2017-02-02,12500 ,12350 ,12750 ,12200 ,94.32K,0.40%
2017-02-03,12250 ,12450 ,12600 ,12200 ,80.56K,-2.00%
2017-02-06,12000 ,12300 ,12400 ,11950 ,98.57K,-2.04%
2017-02-07,12250 ,11900 ,12300 ,11900 ,71.78K,2.08%
2017-02-08,12250 ,12300 ,12400 ,12100 ,66.90K,0.00%
2017-02-09,12100 ,12300 ,12350 ,12100 ,64.28K,-1.22%
2017-02-10,12400 ,12050 ,12500 ,12050 ,128.52K,2.48%
2017-02-13,13300 ,12600 ,13300 ,12550 ,173.55K,7.26%
2017-02-14,12800 ,13200 ,13200 ,12750 ,84.61K,-3.76%
2017-02-15,13050 ,12800 ,13050 ,12700 ,62.75K,1.95%
2017-02-16,13050 ,13050 ,13150 ,12800 ,75.49K,0.00%
2017-02-17,12900 ,13000 ,13050 ,12800 ,69.86K,-1.15%
2017-02-19,12900 ,12900 ,12900 ,12900 ,0.10K,0.00%
2017-02-20,12900 ,12900 ,12950 ,12700 ,56.58K,0.00%
2017-02-21,12900 ,12900 ,13250 ,12850 ,103.22K,0.00%
2017-02-22,12950 ,12900 ,13100 ,12850 ,63.49K,0.39%
2017-02-23,12750 ,13250 ,13250 ,12750 ,108.25K,-1.54%
2017-02-24,12750 ,12850 ,12950 ,12550 ,80.54K,0.00%
2017-02-27,12300 ,12550 ,12550 ,12100 ,155.02K,-3.53%
2017-02-28,12300 ,12400 ,12400 ,12100 ,42.06K,0.00%
2017-03-01,12300 ,12300 ,12300 ,12300 ,0.02K,0.00%
2017-03-02,12200 ,12350 ,12450 ,12100 ,87.13K,-0.81%
2017-03-03,11650 ,12100 ,12200 ,11450 ,190.41K,-4.51%
2017-03-06,11750 ,11700 ,11850 ,11450 ,63.86K,0.86%
2017-03-07,12000 ,11800 ,12050 ,11750 ,96.92K,2.13%
2017-03-08,12000 ,12000 ,12100 ,11900 ,38.29K,0.00%
2017-03-09,12100 ,12450 ,12450 ,11950 ,102.96K,0.83%
2017-03-10,12350 ,12050 ,12350 ,11900 ,61.51K,2.07%
2017-03-13,12350 ,12350 ,12400 ,12150 ,51.28K,0.00%
2017-03-14,12250 ,12250 ,12500 ,12200 ,66.47K,-0.81%
2017-03-15,12050 ,12250 ,12300 ,12050 ,36.41K,-1.63%
2017-03-16,12250 ,12100 ,12400 ,12000 ,76.12K,1.66%
2017-03-17,12400 ,12250 ,12400 ,12100 ,71.72K,1.22%
2017-03-20,12550 ,12550 ,12700 ,12300 ,102.59K,1.21%
2017-03-21,12450 ,12650 ,12650 ,12250 ,90.27K,-0.80%
2017-03-22,12300 ,12450 ,12450 ,12150 ,55.07K,-1.20%
2017-03-23,12000 ,12300 ,12300 ,12000 ,64.84K,-2.44%
2017-03-24,12300 ,12000 ,12300 ,11900 ,70.14K,2.50%
2017-03-27,12100 ,12400 ,12400 ,12100 ,68.67K,-1.63%
2017-03-28,12250 ,12000 ,12300 ,11900 ,109.80K,1.24%
2017-03-29,13000 ,12300 ,13300 ,12300 ,413.42K,6.12%
2017-03-30,13400 ,13300 ,13550 ,13000 ,247.22K,3.08%
2017-03-31,13400 ,13500 ,13700 ,13100 ,233.71K,0.00%
2017-04-02,13400 ,13400 ,13400 ,13400 ,0.60K,0.00%
2017-04-03,14000 ,13300 ,14000 ,13200 ,200.19K,4.48%
2017-04-04,14050 ,14000 ,14200 ,13750 ,171.06K,0.36%
2017-04-05,14050 ,14150 ,14500 ,13650 ,247.78K,0.00%
2017-04-06,14150 ,14000 ,14300 ,13850 ,118.30K,0.71%
2017-04-07,14050 ,14100 ,14450 ,13900 ,152.41K,-0.71%
2017-04-10,13550 ,14050 ,14050 ,13400 ,162.46K,-3.56%
2017-04-11,13600 ,13700 ,14050 ,13400 ,136.42K,0.37%
2017-04-12,13750 ,13650 ,14650 ,13350 ,400.70K,1.10%
2017-04-13,13250 ,13700 ,13700 ,13100 ,191.93K,-3.64%
2017-04-14,12900 ,13250 ,13250 ,12850 ,126.75K,-2.64%
2017-04-17,13000 ,12950 ,13300 ,12900 ,105.54K,0.78%
2017-04-18,13000 ,13100 ,13250 ,12950 ,77.21K,0.00%
2017-04-19,12900 ,12900 ,13050 ,12700 ,99.62K,-0.77%
